m#node	C#node2vec-0	C#node2vec-1	C#node2vec-2	C#node2vec-3	C#node2vec-4	C#node2vec-5	C#node2vec-6	C#node2vec-7	C#node2vec-8	C#node2vec-9	C#node2vec-10	C#node2vec-11	C#node2vec-12	C#node2vec-13	C#node2vec-14	C#node2vec-15	C#node2vec-16	C#node2vec-17	C#node2vec-18	C#node2vec-19	C#node2vec-20	C#node2vec-21	C#node2vec-22	C#node2vec-23	C#node2vec-24	C#node2vec-25	C#node2vec-26	C#node2vec-27	C#node2vec-28	C#node2vec-29	C#node2vec-30	C#node2vec-31	cD#class
Mitja Cerovšek	-0.025241703	0.01843173	0.0076647997	0.019758001	0.024331346	0.010665961	-0.007277362	-0.0068307146	-0.007430181	0.006244518	0.0052704215	0.025191315	0.019444853	0.016155683	0.019953407	0.0038651973	-0.01879584	-0.01623135	0.01654347	0.023844212	-0.0039356053	0.0012042522	0.028988644	-0.017639913	0.018927805	-0.009403624	-0.02992858	-0.007125102	0.013732307	0.005351253	0.019525446	-0.030089445	5
Bogdan Pogorelc	-0.31440103	-1.0373603	0.68054295	-0.5789434	0.375369	-0.6410811	0.12300593	-0.1161583	-0.26921427	-0.9225794	-0.2503497	-0.7844913	-0.3339394	-0.116721004	-0.084095836	1.3159187	-0.38633266	0.2477584	-0.08029908	0.3715572	0.549569	1.0708181	0.19533774	-0.28374624	0.44101554	0.33567557	-0.42988274	-0.091447264	0.90075916	-0.25359654	-0.29227734	-0.21508864	7
David Paš	-7.9378486e-05	0.024085179	0.025340803	-0.026939303	0.021485887	0.020457767	0.010332942	0.013129495	-0.00084486604	0.026618645	-0.0247543	-0.025205083	-0.008050859	-0.026288904	-0.00956507	0.015784904	0.0128070265	0.006000325	-0.018548496	-0.0084187165	-0.013500832	-0.027284138	-0.019984454	-0.027844362	0.002164714	-0.00045201927	0.00069055706	-0.0067910776	-0.008266196	-0.021994188	-0.01530505	-0.027265906	0
Gianni Franceschini	2.5056303e-05	0.0076639354	-0.02034016	0.011193305	-0.015343875	-0.01969248	0.03035856	0.026693963	-0.019965902	0.0060891733	-0.0052334443	-0.0139288455	0.014637321	0.025110826	-0.010294855	0.00859037	-0.019647233	0.028442867	0.0085942	-0.001232259	0.013294674	0.01258488	-0.010486364	-0.0036481693	-0.02196832	-0.012020573	-0.019497097	0.012625791	-0.0052844062	-0.015577212	-0.028172687	0.00040270388	0
Boštjan Kaluža	-0.30038378	-0.77020717	0.7961997	-1.0014141	0.5423698	-0.47341266	0.31410766	0.3019333	-0.3582767	-0.5888359	-0.6074566	-0.46255258	-0.11036022	0.027934195	-0.2705799	1.176927	-0.5440599	0.5267944	-0.29845917	0.10809962	0.6580408	1.1749159	0.14623678	-0.72096604	0.16545674	0.28036502	0.10141034	-0.22338116	0.8635517	-0.389425	-0.084224835	0.034772065	7
Vida Vukašinović	-0.55540955	-0.6854992	0.4164489	-0.44716683	0.6160142	-0.7963318	1.0061874	-0.0575289	0.16128021	-0.94628507	0.5254246	0.03247349	-0.2823615	-0.29355624	-0.6881864	0.8822966	0.7463851	0.018359108	-0.59022856	0.46527073	0.13182308	0.48672634	0.68562526	-0.6344008	-0.1950487	-0.30959684	-0.005607877	0.33105206	0.6364427	-0.28697535	0.21709529	0.17248243	1
Tadej Janež	-0.6304445	-0.6133871	-0.47061998	-0.17825729	0.21961059	-0.34224865	1.0916964	-0.3165229	-0.7074646	-0.9551148	0.18546286	-0.42104718	0.38129076	-0.21954028	-0.04753335	0.9371098	0.08968316	0.4526835	0.8115945	0.54218566	-0.3401518	0.20060688	-0.3872911	-0.25393337	0.0942972	-0.38643935	-0.040461216	0.22262524	1.0572758	-1.1517607	0.28955612	0.15038316	7
Lovro Šubelj	-0.024328496	-0.6340147	0.0797174	0.1149058	-0.14780669	0.35050148	0.46731827	-0.57406706	-0.9212682	0.4414301	-0.4162753	-0.5834299	-0.11724905	0.7864907	0.9953042	0.50996184	-0.53288513	0.4855686	-0.35743636	0.22322051	-0.18596815	0.6136983	0.05068608	-0.7110487	-0.32735017	-0.01074486	-1.240644	0.3170523	1.252678	-0.59822625	0.19257733	0.99618304	5
Marina Trkman	-0.30949187	-0.7520639	0.15290411	0.15685426	-0.7384362	0.14161569	0.54642904	-0.030817812	-0.6512082	0.50058013	0.41777113	-0.6806317	-0.23331371	-0.24478877	0.47081858	1.0742656	-0.27894318	-0.2597328	-0.42052507	0.42520863	-0.03846706	0.47968602	0.17717294	0.03961875	0.69349355	0.13097352	-1.1166972	-0.35047588	1.332368	-0.25560212	0.5242993	-0.28416064	5
Lan Žagar	0.0021485426	-0.1514885	-0.16100414	-0.30555096	0.006931018	-0.6369819	1.2893323	-0.16453229	-0.54927075	-0.4537099	-0.52612925	-0.048826933	-0.024657438	-0.77352375	0.026831279	1.3909303	-0.4192065	0.8439885	0.3343682	-0.23498376	-0.7330779	0.42710012	-0.24007031	-0.32146716	-0.0006725538	-0.5893984	-0.640801	1.3253156	0.882438	-0.65971124	0.05447126	-0.35361773	7
Marcel Križevnik	0.56690186	-0.09202946	0.06418739	-0.28455198	-0.08948081	0.72020614	0.49887377	-0.33521062	0.21897577	0.4957076	-0.009226339	-0.15523978	0.74934566	-0.24719252	-0.42812788	0.16578989	-0.61066604	0.28640416	0.7368055	0.62482786	-0.20254669	1.2355056	0.1547583	-1.1184864	-0.20906332	0.9090138	-1.0238649	0.30050865	0.6999505	-0.46742052	0.010209615	0.28787637	5
Črt Gerlec	0.3174555	0.08165128	-0.47534302	0.19184287	0.50206554	-0.20308337	0.7662895	-0.40071186	0.41391876	0.76722866	0.5635693	-0.02210749	-0.2790402	0.19022569	-0.68824524	-0.25381085	-0.5062708	0.81008655	0.7303197	-0.17893367	0.27788582	1.3000162	0.5470411	-0.71204096	0.22589359	0.44966996	-1.6872326	0.17390548	0.8623081	-0.5805529	-0.11724813	0.65919137	5
Sandi Pohorec	0.062223922	-0.31218883	-0.74152315	-0.04415153	-0.053326353	0.14902201	1.1573076	0.45786425	-0.015764609	0.123700045	0.49694943	0.13635384	-0.18699335	0.27302918	0.14740391	-0.11190769	0.32323778	-0.56430024	0.27530938	-0.26687658	0.27151632	0.3194771	0.9456767	-1.1096892	0.30365103	0.87448156	-1.2212068	0.23007266	1.0202608	-0.21008283	-0.3092393	-0.23176137	7
Miha Pavlinek	0.42171627	-0.0034150165	-0.9781163	-0.084048696	-0.06297257	0.42676938	0.9987381	-0.058071654	-0.36003315	0.6057346	0.21817692	0.39524636	0.35791555	0.51080185	-0.62771446	-0.23791346	-0.5265501	0.9308906	0.81284636	0.33396676	-0.011695093	0.99027085	0.059989385	-0.6319538	0.4006308	0.611308	-1.5286536	0.5155894	0.42971736	-0.28138822	0.12187486	0.5006384	3
Katja Kous	-0.1616853	-0.44838002	-0.020056153	0.43928006	-0.19723678	0.09314439	1.139154	0.17588466	-0.1988618	-0.4755135	0.5198321	0.45926568	-0.7681322	-0.22431308	-0.83722186	-0.4202499	-0.180327	0.42521557	0.2189961	0.7664908	-0.74245524	0.9492951	0.6872092	-0.53247565	0.34195256	0.846363	-1.7428328	-0.33846816	0.84541136	-0.76826745	-0.09945991	0.251447	5
Erik Dovgan	-0.53141075	-1.0510044	0.9638358	-0.61579895	0.57675534	-0.40626803	0.43255427	-0.10315718	-0.24377789	-0.92332584	-0.14969644	-0.64982986	-0.08814196	-0.10841365	-0.15006286	1.1832072	-0.18485071	-0.30359393	-0.40415996	0.2612656	0.48060468	0.92968285	-0.05037239	-0.49899414	-0.15867488	0.22314465	-0.20411147	0.0534727	0.45072734	-0.39363164	0.14638972	0.25553802	1
Dragi Kocev	-0.5867843	0.26844653	0.4023147	-0.24400578	0.35971636	-0.2670142	0.68706995	0.35637674	-0.6940168	-0.14050306	0.52618784	-0.39434892	-0.21055095	-0.34785396	-0.7109686	0.9053454	0.15938261	0.7024358	0.36814788	1.1712925	0.5407035	0.29563987	0.3570745	-0.3881126	-0.19230488	-1.0017568	-0.70309365	0.99159914	0.4282252	-0.23786816	-0.30242693	-0.030787488	7
